Customers.id,Order_Items.product_name,Order_Items.qty,Order_Items.product_id,Products.long_description
27,aloetouch select premium spunlace personal cleansing wipes,0.6931471805599453,1384.0,aloetouch reg super soft single patient use spunlace wipes are gentle the skin versatile and convenient wipes are ideal for everyday clean ups and incontinence care wipes are pre moistened with rinse free formula that cleans moisturizes and soothes the skin formula balanced hypoallergenic and alcohol free available with light gender neutral scent fragrance free latex free
27,aloetouch select premium spunlace personal cleansing wipes,0.6931471805599453,1384.0,aloetouch reg super soft single patient use spunlace wipes are gentle the skin versatile and convenient wipes are ideal for everyday clean ups and incontinence care wipes are pre moistened with rinse free formula that cleans moisturizes and soothes the skin formula balanced hypoallergenic and alcohol free available with light gender neutral scent fragrance free latex free
27,aloetouch select premium spunlace personal cleansing wipes,0.6931471805599453,1384.0,aloetouch reg super soft single patient use spunlace wipes are gentle the skin versatile and convenient wipes are ideal for everyday clean ups and incontinence care wipes are pre moistened with rinse free formula that cleans moisturizes and soothes the skin formula balanced hypoallergenic and alcohol free available with light gender neutral scent fragrance free latex free
27,aloetouch select premium spunlace personal cleansing wipes,0.6931471805599453,1384.0,aloetouch reg super soft single patient use spunlace wipes are gentle the skin versatile and convenient wipes are ideal for everyday clean ups and incontinence care wipes are pre moistened with rinse free formula that cleans moisturizes and soothes the skin formula balanced hypoallergenic and alcohol free available with light gender neutral scent fragrance free latex free
27,aloetouch select premium spunlace personal cleansing wipes,0.6931471805599453,1384.0,aloetouch reg super soft single patient use spunlace wipes are gentle the skin versatile and convenient wipes are ideal for everyday clean ups and incontinence care wipes are pre moistened with rinse free formula that cleans moisturizes and soothes the skin formula balanced hypoallergenic and alcohol free available with light gender neutral scent fragrance free latex free
27,aloetouch select premium spunlace personal cleansing wipes,0.6931471805599453,1384.0,aloetouch reg super soft single patient use spunlace wipes are gentle the skin versatile and convenient wipes are ideal for everyday clean ups and incontinence care wipes are pre moistened with rinse free formula that cleans moisturizes and soothes the skin formula balanced hypoallergenic and alcohol free available with light gender neutral scent fragrance free latex free
27,aloetouch select premium spunlace personal cleansing wipes,0.6931471805599453,1384.0,aloetouch reg super soft single patient use spunlace wipes are gentle the skin versatile and convenient wipes are ideal for everyday clean ups and incontinence care wipes are pre moistened with rinse free formula that cleans moisturizes and soothes the skin formula balanced hypoallergenic and alcohol free available with light gender neutral scent fragrance free latex free
65,comfort aire disposable briefs large,0.6931471805599453,65.0,our comfort aire sup sup briefs feature ultra absorbent core for optimal dryness and protection breathable side panels offer increased airflow and comfort extra wide skin safe grab anywhere closure system for secure safe and refastenable fit generous leg cut out for exceptional comfort wetness indicator changes color when garment has been soiled
65,soothe amp cool moisture barrier ointment,0.6931471805599453,1296.0,recommended when skin risk but has not been compromised enhanced formula with vitamins and along with aloe helps nourish the skin prevents moisture urine and fecal matter from contacting skin perfect for cases incontinence post wound drainage
65,convoluted foam heel protectors blue,0.6931471805599453,1614.0,anatomically designed pads cradle sensitive heel areas helps protect against nerve damage and skin breakdown convoluted foam for air circulation and comfort hook and loop straps helps ensure secure fit around the ankle great for use rehabilitative situations
31,mediguard vinyl synthetic exam gloves clear large,1.3862943611198906,1590.0,mediguard reg select synthetic exam glove are cost effective alternative that perfect for general patient care new technology has improved the tactile sensitivity and durability these quality latex and powder free gloves
32,steel bedside commode,0.6931471805599453,1022.0,deluxe steel commode has back rail that removes quickly and easily features durable plastic seat with lid plastic armrests for additional patient comfort adjustable legs allow seat raised lowered increments seat height range seat depth width between arms overall width weight capacity
33,curad mediplast wart pads,0.6931471805599453,100.0,curad reg mediplast ideal product for corns calluses and warts our cut fit pads are convenient and easy use the active ingredient mediplast salicylic acid the ingredient widely recommended physicians and pharmacists for the removal corns calluses and warts
35,addipak sterile saline solution,0.6931471805599453,439.0,normal saline solution dispenses the drop and increments quickly for procedural efficiency tracheal cleansing saline
37,ultrasorbs extra strength drypad drawpad,0.6931471805599453,2259.0,help eliminate the need and expense extra draw sheets and reusable underpads for most patients with this extra strength drypad and drawpad ultrasorbs reg let you move lift and position pounds innovative liftsupport backsheet technology resists tearing all the absorbency and dry comfort features the original ultrasorbs reg indications use ultrasorbs for the same cases ultrasorbs plus when repositioning patient concern usap eslp has extra low profile
39,standard aluminum crutches,0.6931471805599453,1104.0,standard aluminum push button crutches feature double extruded center tube that provides load bearing strength where needed the most the special footpiece utilizes durable rivets secure the aluminum tubing from the inside providing more stability than plastic connectors long virtually unbreakable stair deflector helps protect against the crutch slipping stairs and helps increase stress tolerance all angles without cracking non skid rubber tips provide good traction built metal ring helps prevent excessive wear and ensures maximum durability crutches come packaged completely accessorized with assembly required
40,extrasorbs air permeable disposable drypads,1.0986122886681098,303.0,air permeable moisture proof backsheet provides superior skin dryness and comfort absorbent core wicks moisture away from the skin for increased patient dignity and better skin care indications for use open airing incontinence management icu ccu patients who should not disrupted moved more than necessary for absorbing significant ongoing fluid loss labor and delivery uselow air loss therapy and any other area where skin dryness needed
41,silent knight pill crushers,0.6931471805599453,1867.0,crushes tablets quietly quickly and conveniently extremely quiet and works with very little effort the operator part special pouches help eliminate cross contamination lifetime warranty with pouches silent knight the original tablet crushing system and the most effective available the reason crushes tablets smoothly quickly conveniently and quietly hellip without disturbing patients silent knight the only tablet crushing system you rsquo ever need the patented silent knight pouch makes all the difference ensure even greater efficiency convenience and protection silent knight works with specially designed patented pouch the pouch has both curved base and opening that simplifies inserting tablets and pouring crushed medication cleanly and completely that means loss costly medication because the pouch designed specifically for silent knight extremely strong prevent tears punctures and result cross contamination which vital effective patient care users are cautioned against using imitator pouches souffl eacute cups automated medication dispenser packaging with silent knight strong medications not crushed strong medications should never crushed without the approval pharmacist and the express written order physician href http linksmed com magento skin frontend default linksmed pdfs dnc links pdf onclick window open this href resizable status location toolbar menubar fullscreen scrollbars dependent return false click here see list compiled the american society consultant pharmacists medications that should never crushed
41,pill splitters,0.6931471805599453,1617.0,divides pill exactly two with minimal effort blue individually boxed latex free
42,remedy olivamine skin repair cream off white,0.6931471805599453,1245.0,remedy reg olivamine reg skin repair cream helps protect and relieve damage related frequent hand washing such dryness cracked inflamed reddened and itchy skin blend nutrients targeted for skin cells well dimethicone help prevent tewl tested non sensitizing non allergenic chg and latex friendly medline remedy registered trademark medline industries inc olivamine trademark and olivamine registered trademark mccord research inc manufactured for medline industries inc mundelein medline com medline
43,aloetouch sensitive personal cleansing baby wipes,0.6931471805599453,1379.0,super soft spunlace wipes are gentle the skin wipes are pre moistened with rinse free formula that cleans moisturizes and soothes the skin formula balanced hypoallergenic and alcohol free wipes are fragrance free single patient use latex free
44,aeromist plus nebulizer compressor with disposable nebulizer kit,0.6931471805599453,468.0,aeromist reg plus nebulizer compressors are easy pick the molded handle break resistant hinges the compact design easily fits small surfaces and the cord conveniently stores inside the shell when not use low center gravity when laying flat the four non skid rubber feet aeromist reg plus nebulizer compressor details electrical requirements vac power consumption dimensions weight sound pressure level dba max comp pressure psig greater neb operating pressure psig liter flow range lpm particle size less than microns maximum nebulizer solution capacity operating temperature operating humidity non condensing storage transport temperature range storage transport humidity non condensing includes disposable nebulizer kit reorder hcs and washable replacement filters reorder hcs year warranty
45,standard instant hot pack,1.0986122886681098,597.0,ideal for quick applications economical can used with medline compress holders mds and mds
45,curad hot cold packs,0.6931471805599453,167.0,easy use reusable gel pack provides both hot and cold therapy use cold for pain and swelling hot for muscle aches and stiffness the product can heated the microwave and then applied affected area for cold therapy store the gel pack the freezer and use ice pack each pack also comes with cover
45,theraputty resistive hand exercise material green,1.3862943611198906,1099.0,color coded putty has different consistency for strengthening the weakest grasp extra firm available convenient easy open plastic containers for patient use home putty material not made with gluten casein latex
45,accu therm hot cold gel packs,1.0986122886681098,604.0,made using poly nylon bags and non toxic gel packs can microwaved boiled for hot therapy frozen for two hours for cold therapy cleans easily with soap and water packs remain pliable and soft after freezing
45,designer boxed vinyl exam gloves small,1.3862943611198906,487.0,medlines designer glove boxes feature beautiful original designs with the highest quality printing for rich saturated colors specifically designed for long term care facilities these eye catching boxes are meant enhance room decor and help patients and residents feel more home medline has long standing reputation industry leading disposable glove manufacturer these clear exam grade vinyl gloves are economical durable and latex free
45,centamin liquid,1.0986122886681098,2038.0,when patients aren eating enough get all the right nutrients these multi vitamins help their bodies get the needed vitamins and minerals especially appropriate for patients that have difficulty swallowing pills
45,fresh wave continuous release gel,1.0986122886681098,369.0,fresh wave reg helps destroy odors your facility molecular level non toxic fresh wave iaq natural odor eliminators effectively remove both organic and inorganic odors from the air laundry carpets upholstery and surfaces your facility made with natural non toxic and biodegradable ingredients safe use around people and pets the continuous release formulation provides round the clock odor control for days
45,magnesium oxide tablets,1.0986122886681098,2053.0,dietary supplement for various uses can used help relieve heartburn sour stomach acid indigestion laxative for short term emptying the bowel dietary supplement when the amount magnesium the diet lacking
45,medium concentration oxygen mask teleflex medical adult,1.0986122886681098,509.0,under the chin design for excellent fit wide variety face sizes clear soft vinyl for patient comfort and visual patient assessment adjustable nose clip assures comfortable fit
45,accu therm hot cold gel packs,1.0986122886681098,604.0,made using poly nylon bags and non toxic gel packs can microwaved boiled for hot therapy frozen for two hours for cold therapy cleans easily with soap and water packs remain pliable and soft after freezing
46,curad mediplast wart pads,0.6931471805599453,100.0,curad reg mediplast ideal product for corns calluses and warts our cut fit pads are convenient and easy use the active ingredient mediplast salicylic acid the ingredient widely recommended physicians and pharmacists for the removal corns calluses and warts
48,disposable tissue poly flat stretcher sheets blue,1.6094379124341003,1666.0,for use stretchers exam tables and other furniture guards against stains and spills aids infection control disposable
50,sensicare silk nitrile exam gloves dark blue large,0.6931471805599453,802.0,sensicare silk nitrile exam gloves dark blue large
52,composite bath benches with back,0.6931471805599453,1036.0,bath benches help patients who have difficulty sitting standard bath tub standing the shower benches with back give extra support and comfort non slip rubber feet resist slipping the bathtub shower floor legs are height adjustable for proper fit durable and rustproof all plastic construction comes with extra deep and wide seat for user comfort removable arms help aid patient balance but can removed for easier transfers weight capacity seat height seat depth seat width
55,sureprep skin protectant wipe,1.791759469228055,1343.0,sureprep reg fast drying skin protectant vapor permeable and delivers protection from friction and incontinence the transparent barrier may used periwound peristomal areas that come contact with bodily fluids frequency application should each dressing change hours depending frequency incontinence
55,suresite window transparent dressings,1.0986122886681098,1366.0,easy use window frame delivery traditional moisture vapor transmission rate mvtr conformable won stick itself microporous technology permits continuous observation variety delivery systems indications partial thickness wounds full thickness wounds secondary dressing peripheral and central lines skin tears lacerations and abrasions and help prevent skin breakdown caused friction epidermis contraindications contraindicated primary dressing wounds with moderate heavy drainage may left place for days dressing change frequency will depend amount drainage
55,suresite window transparent dressings,1.6094379124341003,1366.0,easy use window frame delivery traditional moisture vapor transmission rate mvtr conformable won stick itself microporous technology permits continuous observation variety delivery systems indications partial thickness wounds full thickness wounds secondary dressing peripheral and central lines skin tears lacerations and abrasions and help prevent skin breakdown caused friction epidermis contraindications contraindicated primary dressing wounds with moderate heavy drainage may left place for days dressing change frequency will depend amount drainage
55,standard short leg walkers black large,0.6931471805599453,2009.0,low profile design minimizes the difference legheight help maintain normal walking gait and balance wide distance between the uprights accommodates extra dressings andswelling three leg straps and two foot straps are adjustable fordesired size and compression nonskid rocker bottom sole for safety fits left right leg medium shoe size men women
55,suresite window transparent dressings,1.9459101490553132,1366.0,easy use window frame delivery traditional moisture vapor transmission rate mvtr conformable won stick itself microporous technology permits continuous observation variety delivery systems indications partial thickness wounds full thickness wounds secondary dressing peripheral and central lines skin tears lacerations and abrasions and help prevent skin breakdown caused friction epidermis contraindications contraindicated primary dressing wounds with moderate heavy drainage may left place for days dressing change frequency will depend amount drainage
55,sureprep skin protectant wipe,0.6931471805599453,1342.0,sureprep reg fast drying skin protectant vapor permeable and delivers protection from friction and incontinence the transparent barrier may used periwound peristomal areas that come contact with bodily fluids frequency application should each dressing change hours depending frequency incontinence
55,suresite window transparent dressings,1.9459101490553132,1366.0,easy use window frame delivery traditional moisture vapor transmission rate mvtr conformable won stick itself microporous technology permits continuous observation variety delivery systems indications partial thickness wounds full thickness wounds secondary dressing peripheral and central lines skin tears lacerations and abrasions and help prevent skin breakdown caused friction epidermis contraindications contraindicated primary dressing wounds with moderate heavy drainage may left place for days dressing change frequency will depend amount drainage
56,exuderm thin hydrocolloid,1.9459101490553132,1495.0,medline has developed exuderm range sterile hydrocolloid wound dressings designed for all stages wounds eachproduct creates moist environment encourage wounds heal exuderm hydrocolloid low profile exuderm conforms difficultbody contours protect superficial minimally exudating wounds smooth outer surface helps protect skin from shear and friction
57,aluminum transport chair with wheels blue,0.6931471805599453,910.0,wheels and handbrakes top lifetime warranty frame powder coated aluminum frame lightweight and durable back folds down for easy storage and transport seat belt for safety comfortable nylon upholstery full length permanent armrest detachable footrests larger rear wheels for better performance uneven outdoor surfaces weighs only lbs
59,over door traction set,0.6931471805599453,3031.0,ideal for home use when traveling the over door traction set simple and effective device for relieving pain the unit fits easily over the top most doors while the included water bag lets the user tailor the desired level traction just adding the appropriate amount water plus the spreader bar allows you adjust the halter width the ideal position
60,medline safety lancets,1.3862943611198906,1205.0,simple and safe for both the healthcare professional and the patient needle retracts automatically and locks out for extra safety protecting residents and healthcare professionals from needlestick injuries and also helping prevent cross contamination three styles available pressure activated push button side button mphst items are for pressure activated safety lancets mphsafety items are for push button safety lancets mphstside items are for side button safety lancets
61,hydrocerin cream,1.3862943611198906,2046.0,hydrocerin cream helps hydrate dry scaly skin ingredients deionized water petrolatum mineral oil mineral wax ceresin wax lanolin alcohol dmdm hydantoin methyl propyl parabens
62,aeromist plus nebulizer compressor with disposable nebulizer kit,0.6931471805599453,468.0,aeromist reg plus nebulizer compressors are easy pick the molded handle break resistant hinges the compact design easily fits small surfaces and the cord conveniently stores inside the shell when not use low center gravity when laying flat the four non skid rubber feet aeromist reg plus nebulizer compressor details electrical requirements vac power consumption dimensions weight sound pressure level dba max comp pressure psig greater neb operating pressure psig liter flow range lpm particle size less than microns maximum nebulizer solution capacity operating temperature operating humidity non condensing storage transport temperature range storage transport humidity non condensing includes disposable nebulizer kit reorder hcs and washable replacement filters reorder hcs year warranty
63,four wheel rollator walker with fold removable back support,0.6931471805599453,3233.0,supreme durability safety and quality keeping with drive medical tradition fine craftsmanship and unmatched value this four wheel rollator walker with fold removable back support continues lead the charge when comes design quality and value mobility aid league all its own this walker comes highly recommended those who seek strength support durability and comfort all mixed with touch class the four wheel rollator walker comes complete with padded backrest which hinged and removable folding either down also arrives with comfortable seating along with convenient carrying basket which you can use store personal items the inch non marring wheel casters are ideal for both indoor and outdoor use are the easy use deluxe loop locks but that not all you also get ergonomic handles that can adjusted according your height making the gripping handles especially convenient and comfortable while eliminating undue stress hands and joints with the four wheel rollator walker your travel companion there need overstretch yourself because this rollator doubles comfortable and welcomed chair giving you opportunity rest and refresh yourself anywhere and any time ahead experience the drive difference now
68,avant gauze sterile drain sponge,1.0986122886681098,1729.0,this sponge features extra fenestration which allows lay flat when wrapped around drainage tube without the sponge will pucker decreasing effectiveness allowing fluids pool around the drain tube each ply sterile rayon polyester sponge highly absorbent low linting and fast wicking wound beds drain not included
69,transfer bench back,0.6931471805599453,1015.0,allows patients enter and exit tubs safely suction cup feet grip the tub floor for added safety side arm provides extra stability and leverage weight capacity blow molded transfer bench provides ideal support and stability more economical price direction the seat back can reversed easily without tools
70,generation weil knee walker pearl white,0.6931471805599453,940.0,features wheel design unique scissor mechanism set height and full size basket additional feature includes zero turn radius ztr lever that allows user change the front wheels from rigid swivel while locking the tiller ensure the alignment integrity maintained this beneficial feature allows the user easily get out tight places without fear tipping
71,two button folding walkers without wheels,0.6931471805599453,960.0,easy use push button mechanisms let walkers fold easily each side folds independently allow easy movement through narrow spaces side cross braces provide extra durability push button height adjustable legs height adjusts from approx
72,guardian amp laquo walker flip tray patterson medical,0.6931471805599453,400.0,this tray easiliy attaches walker allows the user easily carry cups plates and other items from room room conveniently folds out the way when not use walker not included
73,medline safety lancets,0.6931471805599453,1205.0,simple and safe for both the healthcare professional and the patient needle retracts automatically and locks out for extra safety protecting residents and healthcare professionals from needlestick injuries and also helping prevent cross contamination three styles available pressure activated push button side button mphst items are for pressure activated safety lancets mphsafety items are for push button safety lancets mphstside items are for side button safety lancets
73,medline safety lancets,0.6931471805599453,1205.0,simple and safe for both the healthcare professional and the patient needle retracts automatically and locks out for extra safety protecting residents and healthcare professionals from needlestick injuries and also helping prevent cross contamination three styles available pressure activated push button side button mphst items are for pressure activated safety lancets mphsafety items are for push button safety lancets mphstside items are for side button safety lancets
73,medline safety lancets,0.6931471805599453,1205.0,simple and safe for both the healthcare professional and the patient needle retracts automatically and locks out for extra safety protecting residents and healthcare professionals from needlestick injuries and also helping prevent cross contamination three styles available pressure activated push button side button mphst items are for pressure activated safety lancets mphsafety items are for push button safety lancets mphstside items are for side button safety lancets
74,aluminum transport chair with wheels red,0.6931471805599453,911.0,wheels and handbrakes top lifetime warranty frame powder coated aluminum frame lightweight and durable back folds down for easy storage and transport seat belt for safety comfortable nylon upholstery full length permanent armrest detachable footrests larger rear wheels for better performance uneven outdoor surfaces weighs only lbs
75,surgilube surgical lubricant sandoz,1.3862943611198906,168.0,sterile surgilube reg your assurance reliability and convenience surgilube reg provides instant continuous lubricating action for easy comfortable insertion catheters endoscopes surgical instruments and gloves into body orifices
76,elevated locking toilet seat,0.6931471805599453,814.0,front clamping mechanism locks the seat onto the toilet you don have worry about coming loose shifting during use transfer wide contoured surface raises seat level provides maximum comfort and fits most toilet bowls from long available with without arms
77,super sani cloth laquo germicidal disposable wipes pdi inc,0.6931471805599453,1892.0,cleans and disinfects one step bactericidal tuberculocidal virucidal compatible with broad range surfaces and equipment healthcare quaternary high alcohol formula provides quick kill time thick strong wipe material has high fluid capacity and more pliable get into crevices and difficult corners equipment compliance prominent contact time for easy identification and improved compliance with accrediation standards identification categorization pathogens allows for quick identification relevant efficacy claims safety icon clearly communicates key safety information both label and lid
78,flat fold respirator masks white green one size fits most,1.0986122886681098,1810.0,niosh approved respirator mask filters airborne particles cellulose inner and outer facings flat fold style with adjustable nose and chin wire for comfortable fit one size fits most
79,sterile alcohol prep pads medium,0.6931471805599453,563.0,the soft absorbent non woven pads are saturated with isopropyl alcohol sterile unopened undamaged package discard after single use
79,sterile alcohol prep pads medium,0.6931471805599453,563.0,the soft absorbent non woven pads are saturated with isopropyl alcohol sterile unopened undamaged package discard after single use
79,medline sterile alcohol pre pads medium,0.6931471805599453,563.0,the soft absorbent non woven pads are saturated with isopropyl alcohol sterile unopened undamaged package discard after single use
79,medline sterile alcohol prep pads medium,0.6931471805599453,563.0,the soft absorbent non woven pads are saturated with isopropyl alcohol sterile unopened undamaged package discard after single use
79,powder free clear vinyl exam gloves clear large,0.6931471805599453,2180.0,these exam gloves are economical choice for clear vinyl powder and latex free
82,aluminum transport chair with wheels red,0.6931471805599453,911.0,wheels and handbrakes top lifetime warranty frame powder coated aluminum frame lightweight and durable back folds down for easy storage and transport seat belt for safety comfortable nylon upholstery full length permanent armrest detachable footrests larger rear wheels for better performance uneven outdoor surfaces weighs only lbs
84,deluxe rollators green,0.6931471805599453,997.0,loop style brakes you push down lock and pull release padded backrest and padded seat offer the ability rest height adjustable arms ensure proper fit folding capabilities for condensed storage weight capacity wheels between handles seat height height min max weighs just lbs
85,aloetouch protect dimethicone skin protectant wipes,2.5649493574615367,1278.0,aloetouch reg protect super soft single patient use medium weight cloths are gentle the skin contains dimethicone skin protectant active ingredient that helps protect delicate skin cloths are pre moistened with rinse free formula that cleans moisturizes and helps protect the skin formula balanced hypoallergenic alcohol free and fragrance free product can used room temperature warmed for patient comfort latex free
85,aloetouch protect dimethicone skin protectant wipes,2.5649493574615367,1278.0,aloetouch reg protect super soft single patient use medium weight cloths are gentle the skin contains dimethicone skin protectant active ingredient that helps protect delicate skin cloths are pre moistened with rinse free formula that cleans moisturizes and helps protect the skin formula balanced hypoallergenic alcohol free and fragrance free product can used room temperature warmed for patient comfort latex free
85,aloetouch protect dimethicone skin protectant wipes,2.5649493574615367,1278.0,aloetouch reg protect super soft single patient use medium weight cloths are gentle the skin contains dimethicone skin protectant active ingredient that helps protect delicate skin cloths are pre moistened with rinse free formula that cleans moisturizes and helps protect the skin formula balanced hypoallergenic alcohol free and fragrance free product can used room temperature warmed for patient comfort latex free
100,remedy olivamine skin repair cream amber,1.3862943611198906,1244.0,remedy reg olivamine reg skin repair cream helps protect and relieve damage related frequent hand washing such dryness cracked inflamed reddened and itchy skin blend nutrients targeted for skin cells well dimethicone help prevent tewl tested non sensitizing non allergenic chg and latex friendly medline remedy registered trademark medline industries inc olivamine trademark and olivamine registered trademark mccord research inc manufactured for medline industries inc mundelein medline com medline
100,remedy olivamine skin repair cream amber,1.9459101490553132,1244.0,remedy reg olivamine reg skin repair cream helps protect and relieve damage related frequent hand washing such dryness cracked inflamed reddened and itchy skin blend nutrients targeted for skin cells well dimethicone help prevent tewl tested non sensitizing non allergenic chg and latex friendly medline remedy registered trademark medline industries inc olivamine trademark and olivamine registered trademark mccord research inc manufactured for medline industries inc mundelein medline com medline
100,remedy olivamine skin repair cream amber,1.6094379124341003,1244.0,remedy reg olivamine reg skin repair cream helps protect and relieve damage related frequent hand washing such dryness cracked inflamed reddened and itchy skin blend nutrients targeted for skin cells well dimethicone help prevent tewl tested non sensitizing non allergenic chg and latex friendly medline remedy registered trademark medline industries inc olivamine trademark and olivamine registered trademark mccord research inc manufactured for medline industries inc mundelein medline com medline
101,standard abdominal binders universal,0.6931471805599453,649.0,unisize abdominal binders feature elastic and hook and loop closure for contoured fit
101,panel abdominal binders large,0.6931471805599453,1985.0,abdominal binders are made with elastic and soft material provide comfort and flexibility measurement based upon circumference the hips four panel design helps reduce rolling not made with natural rubber latex
102,aloetouch powder free latex exam gloves green small,0.6931471805599453,758.0,aloetouch reg powder free latex exam gloves are top quality powder free gloves with the benefits aloe vera aloe vera naturally helps moisturize and soothe dry chapped hands these strong durable natural rubber latex gloves provide superior barrier protection and are powder free minimize skin irritation the fully textured surface gives you sure grip instruments and dressings ideal for anyone who changes gloves frequently washes hands repeatedly wears gloves for extended periods time
103,sterile pediatric urine collectors,2.3978952727983707,2299.0,designed make the urine collection process easierfor little patients and caregivers alike adhesive surface holds securely removes easily and then folds form spill proof specimen transport container available sterile mds and non sterile mds
104,aloetouch select premium spunlace personal cleansing wipes,0.6931471805599453,1388.0,aloetouch reg super soft single patient use spunlace wipes are gentle the skin versatile and convenient wipes are ideal for everyday clean ups and incontinence care wipes are pre moistened with rinse free formula that cleans moisturizes and soothes the skin formula balanced hypoallergenic and alcohol free available with light gender neutral scent fragrance free latex free
